0,S1,19.3,64.2
1,S1,19.3,64.2
2,S1,19.3,64.2
3,S1,19.3,64.2
4,S1,19.3,64.2
5,S1,19.3,64.2
6,S1,19.3,64.2
7,S1,19.3,64.2
8,S1,19.3,64.2
9,S1,19.3,64.2
10,S1,19.3,64.2
11,S1,19.3,64.2
12,S1,19.3,64.2
13,S1,19.3,64.2
14,S1,19.3,64.2
15,S1,19.3,64.2
16,S1,19.3,64.2
17,S1,19.3,64.2
18,S1,19.3,64.2
19,S1,19.3,64.2
20,S1,19.3,64.2
21,S1,19.3,64.2
22,S1,19.3,64.2
23,S1,19.3,64.2
24,S1,19.3,64.2
25,S1,19.3,64.2
26,S1,19.3,64.2
27,S1,19.3,64.2
28,S1,19.3,64.2
29,S1,19.3,64.2
30,S1,19.3,64.2
31,S1,19.3,64.2
32,S1,19.3,64.2
33,S1,19.3,64.2
34,S1,19.3,64.2
35,S1,19.3,64.2
36,S1,19.3,64.2
37,S1,19.3,64.2
38,S1,19.3,64.2
39,S1,19.3,64.2
40,S1,19.3,64.2
41,S1,19.3,64.2
42,S1,19.3,64.2
43,S1,19.3,64.2
44,S1,19.3,64.2
45,S1,19.3,64.2
46,S1,19.3,64.2
47,S1,19.3,64.2
48,S1,19.3,64.2
49,S1,19.3,64.2
50,S1,19.3,64.2
51,S1,19.3,64.2
52,S1,19.3,64.2
53,S1,19.3,64.2
54,S1,19.3,64.2
55,S1,19.3,64.2
56,S1,19.3,64.2
57,S1,19.3,64.2
58,S1,19.3,64.2
59,S1,19.3,64.2
60,S1,19.3,64.2
61,S1,19.3,64.2
62,S1,19.3,64.2
63,S1,19.3,64.2
64,S1,19.3,64.2
65,S1,19.3,64.2
66,S1,19.3,64.2
67,S1,19.3,64.2
68,S1,19.3,64.2
69,S1,19.3,64.2
70,S1,19.3,64.2
71,S1,19.3,64.2
72,S1,19.3,64.2
73,S1,19.3,64.2
74,S1,19.3,64.2
75,S1,19.3,64.2
76,S1,19.3,64.2
77,S1,19.3,64.2
78,S1,19.3,64.2
79,S1,19.3,64.2
80,S1,19.3,64.2
81,S1,19.3,64.2
82,S1,19.3,64.2
83,S1,19.3,64.2
84,S1,19.3,64.2
85,S1,19.3,64.2
86,S1,19.3,64.2
87,S1,19.3,64.2
88,S1,19.3,64.2
89,S1,19.3,64.2
90,S1,19.3,64.2
91,S1,19.3,64.2
92,S1,19.3,64.2
93,S1,19.3,64.2
94,S1,19.3,64.2
95,S1,19.3,64.2
96,S1,19.3,64.2
97,S1,19.3,64.2
98,S1,19.3,64.2
99,S1,19.3,64.2
100,S1,19.3,64.2
101,S1,19.3,64.2
102,S1,19.3,64.2
103,S1,19.3,64.2
104,S1,19.3,64.2
105,S1,19.3,64.2
106,S1,19.3,64.2
107,S1,19.3,64.2
108,S1,19.3,64.2
109,S1,19.3,64.2
110,S1,19.3,64.2
111,S1,19.3,64.2
112,S1,19.3,64.2
113,S1,19.3,64.2
114,S1,19.3,64.2
115,S1,19.3,64.2
116,S1,19.3,64.2
117,S1,19.3,64.2
118,S1,19.3,64.2
119,S1,19.3,64.2
120,S1,19.3,64.2
121,S1,19.3,64.2
122,S1,19.3,64.2
123,S1,19.3,64.2
124,S1,19.3,64.2
125,S1,19.3,64.2
126,S1,19.3,64.2
127,S1,19.3,64.2
128,S1,19.3,64.2
129,S1,19.3,64.2
130,S1,19.3,64.2
131,S1,19.3,64.2
132,S1,19.3,64.2
133,S1,19.3,64.2
134,S1,19.3,64.2
135,S1,19.3,64.2
136,S1,19.3,64.2
137,S1,19.3,64.2
138,S1,19.3,64.2
139,S1,19.3,64.2
140,S1,19.3,64.2
141,S1,19.3,64.2
142,S1,19.3,64.2
143,S1,19.3,64.2
144,S1,19.3,64.2
145,S1,19.3,64.2
146,S1,19.3,64.2
147,S1,19.3,64.2
148,S1,19.3,64.2
149,S1,19.3,64.2
150,S1,19.3,64.2
151,S1,19.3,64.2
152,S1,19.3,64.2
153,S1,19.3,64.2
154,S1,19.3,64.2
155,S1,19.3,64.2
156,S1,19.3,64.2
157,S1,19.3,64.2
158,S1,19.3,64.2
159,S1,19.3,64.2
160,S1,19.3,64.2
161,S1,19.3,64.2
162,S1,19.3,64.2
163,S1,19.3,64.2
164,S1,19.3,64.2
165,S1,19.3,64.2
166,S1,19.3,64.2
167,S1,19.3,64.2
168,S1,19.3,64.2
169,S1,19.3,64.2
170,S1,19.3,64.2
171,S1,19.3,64.2
172,S1,19.3,64.2
173,S1,19.3,64.2
174,S1,19.3,64.2
175,S1,19.3,64.2
176,S1,19.3,64.2
177,S1,19.3,64.2
178,S1,19.3,64.2
179,S1,19.3,64.2
180,S1,19.3,64.2
181,S1,19.3,64.2
182,S1,19.3,64.2
183,S1,19.3,64.2
184,S1,19.3,64.2
185,S1,19.3,64.2
186,S1,19.3,64.2
187,S1,19.3,64.2
188,S1,19.3,64.2
189,S1,19.3,64.2
190,S1,19.3,64.2
191,S1,19.3,64.2
192,S1,19.3,64.2
193,S1,19.3,64.2
194,S1,19.3,64.2
195,S1,19.3,64.2
196,S1,19.3,64.2
197,S1,19.3,64.2
198,S1,19.3,64.2
199,S1,19.3,64.2
200,S1,19.3,64.2
201,S1,19.3,64.2
202,S1,19.3,64.2
203,S1,19.3,64.2
204,S1,19.3,64.2
205,S1,19.3,64.2
206,S1,19.3,64.2
207,S1,19.3,64.2
208,S1,19.3,64.2
209,S1,19.3,64.2
210,S1,19.3,64.2
211,S1,19.3,64.2
212,S1,19.3,64.2
213,S1,19.3,64.2
214,S1,19.3,64.2
215,S1,19.3,64.2
216,S1,19.3,64.2
217,S1,19.3,64.2
218,S1,19.3,64.2
219,S1,19.3,64.2
220,S1,19.3,64.2
221,S1,19.3,64.2
222,S1,19.3,64.2
223,S1,19.3,64.2
224,S1,19.3,64.2
225,S1,19.3,64.2
226,S1,19.3,64.2
227,S1,19.3,64.2
228,S1,19.3,64.2
229,S1,19.3,64.2
230,S1,19.3,64.2
231,S1,19.3,64.2
232,S1,19.3,64.2
233,S1,19.3,64.2
234,S1,19.3,64.2
235,S1,19.3,64.2
236,S1,19.3,64.2
237,S1,19.3,64.2
238,S1,19.3,64.2
239,S1,19.3,64.2
240,S1,19.3,64.2
241,S1,19.3,64.2
242,S1,19.3,64.2
243,S1,19.3,64.2
244,S1,19.3,64.2
245,S1,19.3,64.2
246,S1,19.3,64.2
247,S1,19.3,64.2
248,S1,19.3,64.2
249,S1,19.3,64.2
250,S1,19.3,64.2
251,S1,19.3,64.2
252,S1,19.3,64.2
253,S1,19.3,64.2
254,S1,19.3,64.2
255,S1,19.3,64.2
256,S1,19.3,64.2
257,S1,19.3,64.2
258,S1,19.3,64.2
259,S1,19.3,64.2
260,S1,19.3,64.2
261,S1,19.3,64.2
262,S1,19.3,64.2
263,S1,19.3,64.2
264,S1,19.3,64.2
265,S1,19.3,64.2
266,S1,19.3,64.2
267,S1,19.3,64.2
268,S1,19.3,64.2
269,S1,19.3,64.2
270,S1,19.3,64.2
271,S1,19.3,64.2
272,S1,19.3,64.2
273,S1,19.3,64.2
274,S1,19.3,64.2
275,S1,19.3,64.2
276,S1,19.3,64.2
277,S1,19.3,64.2
278,S1,19.3,64.2
279,S1,19.3,64.2
280,S1,19.3,64.2
281,S1,19.3,64.2
282,S1,19.3,64.2
283,S1,19.3,64.2
284,S1,19.3,64.2
285,S1,19.3,64.2
286,S1,19.3,64.2
287,S1,19.3,64.2
288,S1,19.3,64.2
289,S1,19.3,64.2
290,S1,19.3,64.2
291,S1,19.3,64.2
292,S1,19.3,64.2
293,S1,19.3,64.2
294,S1,19.3,64.2
295,S1,19.3,64.2
296,S1,19.3,64.2
297,S1,19.3,64.2
298,S1,19.3,64.2
299,S1,19.3,64.2
300,S1,19.3,64.2
301,S1,19.3,64.2
302,S1,19.3,64.2
303,S1,19.3,64.2
304,S1,19.3,64.2
305,S1,19.3,64.2
306,S1,19.3,64.2
307,S1,19.3,64.2
308,S1,19.3,64.2
309,S1,19.3,64.2
310,S1,19.3,64.2
311,S1,19.3,64.2
312,S1,19.3,64.2
313,S1,19.3,64.2
314,S1,19.3,64.2
315,S1,19.3,64.2
316,S1,19.3,64.2
317,S1,19.3,64.2
318,S1,19.3,64.2
319,S1,19.3,64.2
320,S1,19.3,64.2
321,S1,19.3,64.2
322,S1,19.3,64.2
323,S1,19.3,64.2
324,S1,19.3,64.2
325,S1,19.3,64.2
326,S1,19.3,64.2
327,S1,19.3,64.2
328,S1,19.3,64.2
329,S1,19.3,64.2
330,S1,19.3,64.2
331,S1,19.3,64.2
332,S1,19.3,64.2
333,S1,19.3,64.2
334,S1,19.3,64.2
335,S1,19.3,64.2
336,S1,19.3,64.2
337,S1,19.3,64.2
338,S1,19.3,64.2
339,S1,19.3,64.2
340,S1,19.3,64.2
341,S1,19.3,64.2
342,S1,19.3,64.2
343,S1,19.3,64.2
344,S1,19.3,64.2
345,S1,19.3,64.2
346,S1,19.3,64.2
347,S1,19.3,64.2
348,S1,19.3,64.2
349,S1,19.3,64.2
350,S1,19.3,64.2
351,S1,19.3,64.2
352,S1,19.3,64.2
353,S1,19.3,64.2
354,S1,19.3,64.2
355,S1,19.3,64.2
356,S1,19.3,64.2
357,S1,19.3,64.2
358,S1,19.3,64.2
359,S1,19.3,64.2
360,S1,19.3,64.2
361,S1,19.3,64.2
362,S1,19.3,64.2
363,S1,19.3,64.2
364,S1,19.3,64.2
365,S1,19.3,64.2
366,S1,19.3,64.2
367,S1,19.3,64.2
368,S1,19.3,64.2
369,S1,19.3,64.2
370,S1,19.3,64.2
371,S1,19.3,64.2
372,S1,19.3,64.2
373,S1,19.3,64.2
374,S1,19.3,64.2
375,S1,19.3,64.2
376,S1,19.3,64.2
377,S1,19.3,64.2
378,S1,19.3,64.2
379,S1,19.3,64.2
380,S1,19.3,64.2
381,S1,19.3,64.2
382,S1,19.3,64.2
383,S1,19.3,64.2
384,S1,19.3,64.2
385,S1,19.3,64.2
386,S1,19.3,64.2
387,S1,19.3,64.2
388,S1,19.3,64.2
389,S1,19.3,64.2
390,S1,19.3,64.2
